,o_state_id,o_state_name,d_state_id,d_state_name,race,quintile,n
24981,23,Maine,34,New Jersey,Black,2,1
24982,23,Maine,34,New Jersey,Black,3,2
24983,23,Maine,34,New Jersey,Black,4,1
24984,23,Maine,34,New Jersey,Black,5,0
24985,23,Maine,34,New Jersey,Hispanic,1,1
24986,23,Maine,34,New Jersey,Hispanic,2,0
24987,23,Maine,34,New Jersey,Hispanic,3,2
24988,23,Maine,34,New Jersey,Hispanic,4,2
24989,23,Maine,34,New Jersey,Hispanic,5,0
24990,23,Maine,34,New Jersey,Other,1,2
24991,23,Maine,34,New Jersey,Other,2,1
24992,23,Maine,34,New Jersey,Other,3,6
24993,23,Maine,34,New Jersey,Other,4,2
24994,23,Maine,34,New Jersey,Other,5,4
24995,23,Maine,34,New Jersey,White,1,28
24996,23,Maine,34,New Jersey,White,2,38
24997,23,Maine,34,New Jersey,White,3,63
24998,23,Maine,34,New Jersey,White,4,56
24999,23,Maine,34,New Jersey,White,5,85
25000,23,Maine,35,New Mexico,Asian,1,0
25001,23,Maine,35,New Mexico,Asian,2,0
25002,23,Maine,35,New Mexico,Asian,3,1
25003,23,Maine,35,New Mexico,Asian,4,0
25004,23,Maine,35,New Mexico,Asian,5,0
25005,23,Maine,35,New Mexico,Black,1,0
25006,23,Maine,35,New Mexico,Black,2,1
25007,23,Maine,35,New Mexico,Black,3,0
25008,23,Maine,35,New Mexico,Black,4,0
25009,23,Maine,35,New Mexico,Black,5,0
25010,23,Maine,35,New Mexico,Hispanic,1,1
25011,23,Maine,35,New Mexico,Hispanic,2,0
25012,23,Maine,35,New Mexico,Hispanic,3,0
25013,23,Maine,35,New Mexico,Hispanic,4,0
25014,23,Maine,35,New Mexico,Hispanic,5,1
25015,23,Maine,35,New Mexico,Other,1,4
25016,23,Maine,35,New Mexico,Other,2,2
25017,23,Maine,35,New Mexico,Other,3,2
25018,23,Maine,35,New Mexico,Other,4,1
25019,23,Maine,35,New Mexico,Other,5,2
25020,23,Maine,35,New Mexico,White,1,9
25021,23,Maine,35,New Mexico,White,2,22
25022,23,Maine,35,New Mexico,White,3,36
25023,23,Maine,35,New Mexico,White,4,29
25024,23,Maine,35,New Mexico,White,5,22
25025,23,Maine,36,New York,Asian,1,0
25026,23,Maine,36,New York,Asian,2,3
25027,23,Maine,36,New York,Asian,3,7
25028,23,Maine,36,New York,Asian,4,7
25029,23,Maine,36,New York,Asian,5,5
25030,23,Maine,36,New York,Black,1,6
25031,23,Maine,36,New York,Black,2,8
25032,23,Maine,36,New York,Black,3,4
25033,23,Maine,36,New York,Black,4,4
25034,23,Maine,36,New York,Black,5,7
25035,23,Maine,36,New York,Hispanic,1,10
25036,23,Maine,36,New York,Hispanic,2,10
25037,23,Maine,36,New York,Hispanic,3,11
25038,23,Maine,36,New York,Hispanic,4,9
25039,23,Maine,36,New York,Hispanic,5,10
25040,23,Maine,36,New York,Other,1,20
25041,23,Maine,36,New York,Other,2,15
25042,23,Maine,36,New York,Other,3,15
25043,23,Maine,36,New York,Other,4,14
25044,23,Maine,36,New York,Other,5,15
25045,23,Maine,36,New York,White,1,159
25046,23,Maine,36,New York,White,2,278
25047,23,Maine,36,New York,White,3,444
25048,23,Maine,36,New York,White,4,512
25049,23,Maine,36,New York,White,5,823
25050,23,Maine,37,North Carolina,Asian,1,1
25051,23,Maine,37,North Carolina,Asian,2,1
25052,23,Maine,37,North Carolina,Asian,3,1
25053,23,Maine,37,North Carolina,Asian,4,0
25054,23,Maine,37,North Carolina,Asian,5,1
25055,23,Maine,37,North Carolina,Black,1,6
25056,23,Maine,37,North Carolina,Black,2,4
25057,23,Maine,37,North Carolina,Black,3,4
25058,23,Maine,37,North Carolina,Black,4,4
25059,23,Maine,37,North Carolina,Black,5,2
25060,23,Maine,37,North Carolina,Hispanic,1,2
25061,23,Maine,37,North Carolina,Hispanic,2,3
25062,23,Maine,37,North Carolina,Hispanic,3,10
25063,23,Maine,37,North Carolina,Hispanic,4,6
25064,23,Maine,37,North Carolina,Hispanic,5,4
25065,23,Maine,37,North Carolina,Other,1,14
25066,23,Maine,37,North Carolina,Other,2,17
25067,23,Maine,37,North Carolina,Other,3,8
25068,23,Maine,37,North Carolina,Other,4,7
25069,23,Maine,37,North Carolina,Other,5,2
25070,23,Maine,37,North Carolina,White,1,130
25071,23,Maine,37,North Carolina,White,2,212
25072,23,Maine,37,North Carolina,White,3,304
25073,23,Maine,37,North Carolina,White,4,319
25074,23,Maine,37,North Carolina,White,5,233
25075,23,Maine,38,North Dakota,Asian,1,0
25076,23,Maine,38,North Dakota,Asian,2,0
25077,23,Maine,38,North Dakota,Asian,3,0
25078,23,Maine,38,North Dakota,Asian,4,-1
25079,23,Maine,38,North Dakota,Asian,5,0
25080,23,Maine,38,North Dakota,Black,1,0
25081,23,Maine,38,North Dakota,Black,2,0
25082,23,Maine,38,North Dakota,Black,3,0
25083,23,Maine,38,North Dakota,Black,4,1
25084,23,Maine,38,North Dakota,Black,5,0
25085,23,Maine,38,North Dakota,Hispanic,1,0
25086,23,Maine,38,North Dakota,Hispanic,2,1
25087,23,Maine,38,North Dakota,Hispanic,3,0
25088,23,Maine,38,North Dakota,Hispanic,4,0
25089,23,Maine,38,North Dakota,Hispanic,5,-1
25090,23,Maine,38,North Dakota,Other,1,3
25091,23,Maine,38,North Dakota,Other,2,1
25092,23,Maine,38,North Dakota,Other,3,1
25093,23,Maine,38,North Dakota,Other,4,0
25094,23,Maine,38,North Dakota,Other,5,0
25095,23,Maine,38,North Dakota,White,1,7
25096,23,Maine,38,North Dakota,White,2,11
25097,23,Maine,38,North Dakota,White,3,25
25098,23,Maine,38,North Dakota,White,4,15
25099,23,Maine,38,North Dakota,White,5,5
25100,23,Maine,39,Ohio,Asian,1,1
25101,23,Maine,39,Ohio,Asian,2,0
25102,23,Maine,39,Ohio,Asian,3,0
25103,23,Maine,39,Ohio,Asian,4,0
25104,23,Maine,39,Ohio,Asian,5,0
25105,23,Maine,39,Ohio,Black,1,3
25106,23,Maine,39,Ohio,Black,2,4
25107,23,Maine,39,Ohio,Black,3,0
25108,23,Maine,39,Ohio,Black,4,0
25109,23,Maine,39,Ohio,Black,5,0
25110,23,Maine,39,Ohio,Hispanic,1,2
25111,23,Maine,39,Ohio,Hispanic,2,3
25112,23,Maine,39,Ohio,Hispanic,3,2
25113,23,Maine,39,Ohio,Hispanic,4,0
25114,23,Maine,39,Ohio,Hispanic,5,1
25115,23,Maine,39,Ohio,Other,1,4
25116,23,Maine,39,Ohio,Other,2,5
25117,23,Maine,39,Ohio,Other,3,4
25118,23,Maine,39,Ohio,Other,4,4
25119,23,Maine,39,Ohio,Other,5,2
25120,23,Maine,39,Ohio,White,1,40
25121,23,Maine,39,Ohio,White,2,77
25122,23,Maine,39,Ohio,White,3,87
25123,23,Maine,39,Ohio,White,4,99
25124,23,Maine,39,Ohio,White,5,78
25125,23,Maine,40,Oklahoma,Asian,1,0
25126,23,Maine,40,Oklahoma,Asian,2,0
25127,23,Maine,40,Oklahoma,Asian,3,0
25128,23,Maine,40,Oklahoma,Asian,4,0
25129,23,Maine,40,Oklahoma,Asian,5,-1
25130,23,Maine,40,Oklahoma,Black,1,0
25131,23,Maine,40,Oklahoma,Black,2,1
25132,23,Maine,40,Oklahoma,Black,3,1
25133,23,Maine,40,Oklahoma,Black,4,0
25134,23,Maine,40,Oklahoma,Black,5,0
25135,23,Maine,40,Oklahoma,Hispanic,1,1
25136,23,Maine,40,Oklahoma,Hispanic,2,2
25137,23,Maine,40,Oklahoma,Hispanic,3,1
25138,23,Maine,40,Oklahoma,Hispanic,4,0
25139,23,Maine,40,Oklahoma,Hispanic,5,0
25140,23,Maine,40,Oklahoma,Other,1,3
25141,23,Maine,40,Oklahoma,Other,2,2
25142,23,Maine,40,Oklahoma,Other,3,4
25143,23,Maine,40,Oklahoma,Other,4,2
25144,23,Maine,40,Oklahoma,Other,5,0
25145,23,Maine,40,Oklahoma,White,1,24
25146,23,Maine,40,Oklahoma,White,2,35
25147,23,Maine,40,Oklahoma,White,3,42
25148,23,Maine,40,Oklahoma,White,4,32
25149,23,Maine,40,Oklahoma,White,5,18
25150,23,Maine,41,Oregon,Asian,1,1
25151,23,Maine,41,Oregon,Asian,2,0
25152,23,Maine,41,Oregon,Asian,3,1
25153,23,Maine,41,Oregon,Asian,4,-1
25154,23,Maine,41,Oregon,Asian,5,1
25155,23,Maine,41,Oregon,Black,1,1
25156,23,Maine,41,Oregon,Black,2,1
25157,23,Maine,41,Oregon,Black,3,0
25158,23,Maine,41,Oregon,Black,4,0
25159,23,Maine,41,Oregon,Black,5,0
25160,23,Maine,41,Oregon,Hispanic,1,0
25161,23,Maine,41,Oregon,Hispanic,2,1
25162,23,Maine,41,Oregon,Hispanic,3,0
25163,23,Maine,41,Oregon,Hispanic,4,2
25164,23,Maine,41,Oregon,Hispanic,5,3
25165,23,Maine,41,Oregon,Other,1,2
25166,23,Maine,41,Oregon,Other,2,2
25167,23,Maine,41,Oregon,Other,3,3
25168,23,Maine,41,Oregon,Other,4,3
25169,23,Maine,41,Oregon,Other,5,5
25170,23,Maine,41,Oregon,White,1,27
25171,23,Maine,41,Oregon,White,2,49
25172,23,Maine,41,Oregon,White,3,83
25173,23,Maine,41,Oregon,White,4,92
25174,23,Maine,41,Oregon,White,5,79
25175,23,Maine,42,Pennsylvania,Asian,1,0
25176,23,Maine,42,Pennsylvania,Asian,2,4
25177,23,Maine,42,Pennsylvania,Asian,3,0
25178,23,Maine,42,Pennsylvania,Asian,4,0
25179,23,Maine,42,Pennsylvania,Asian,5,3
25180,23,Maine,42,Pennsylvania,Black,1,4
25181,23,Maine,42,Pennsylvania,Black,2,4
25182,23,Maine,42,Pennsylvania,Black,3,3
25183,23,Maine,42,Pennsylvania,Black,4,2
25184,23,Maine,42,Pennsylvania,Black,5,0
25185,23,Maine,42,Pennsylvania,Hispanic,1,2
25186,23,Maine,42,Pennsylvania,Hispanic,2,3
25187,23,Maine,42,Pennsylvania,Hispanic,3,4
25188,23,Maine,42,Pennsylvania,Hispanic,4,3
25189,23,Maine,42,Pennsylvania,Hispanic,5,6
25190,23,Maine,42,Pennsylvania,Other,1,13
25191,23,Maine,42,Pennsylvania,Other,2,11
25192,23,Maine,42,Pennsylvania,Other,3,9
25193,23,Maine,42,Pennsylvania,Other,4,8
25194,23,Maine,42,Pennsylvania,Other,5,2
25195,23,Maine,42,Pennsylvania,White,1,93
25196,23,Maine,42,Pennsylvania,White,2,134
25197,23,Maine,42,Pennsylvania,White,3,238
25198,23,Maine,42,Pennsylvania,White,4,225
25199,23,Maine,42,Pennsylvania,White,5,217
25200,23,Maine,44,Rhode Island,Asian,1,1
25201,23,Maine,44,Rhode Island,Asian,2,1
25202,23,Maine,44,Rhode Island,Asian,3,1
25203,23,Maine,44,Rhode Island,Asian,4,1
25204,23,Maine,44,Rhode Island,Asian,5,1
25205,23,Maine,44,Rhode Island,Black,1,3
25206,23,Maine,44,Rhode Island,Black,2,3
25207,23,Maine,44,Rhode Island,Black,3,2
25208,23,Maine,44,Rhode Island,Black,4,3
25209,23,Maine,44,Rhode Island,Black,5,1
25210,23,Maine,44,Rhode Island,Hispanic,1,5
25211,23,Maine,44,Rhode Island,Hispanic,2,6
25212,23,Maine,44,Rhode Island,Hispanic,3,1
25213,23,Maine,44,Rhode Island,Hispanic,4,1
25214,23,Maine,44,Rhode Island,Hispanic,5,0
25215,23,Maine,44,Rhode Island,Other,1,11
25216,23,Maine,44,Rhode Island,Other,2,4
25217,23,Maine,44,Rhode Island,Other,3,5
25218,23,Maine,44,Rhode Island,Other,4,4
25219,23,Maine,44,Rhode Island,Other,5,3
25220,23,Maine,44,Rhode Island,White,1,72
25221,23,Maine,44,Rhode Island,White,2,77
25222,23,Maine,44,Rhode Island,White,3,96
25223,23,Maine,44,Rhode Island,White,4,130
25224,23,Maine,44,Rhode Island,White,5,105
25225,23,Maine,45,South Carolina,Asian,1,0
25226,23,Maine,45,South Carolina,Asian,2,0
25227,23,Maine,45,South Carolina,Asian,3,0
25228,23,Maine,45,South Carolina,Asian,4,0
25229,23,Maine,45,South Carolina,Asian,5,1
25230,23,Maine,45,South Carolina,Black,1,3
25231,23,Maine,45,South Carolina,Black,2,0
25232,23,Maine,45,South Carolina,Black,3,1
25233,23,Maine,45,South Carolina,Black,4,1
25234,23,Maine,45,South Carolina,Black,5,0
25235,23,Maine,45,South Carolina,Hispanic,1,1
25236,23,Maine,45,South Carolina,Hispanic,2,2
25237,23,Maine,45,South Carolina,Hispanic,3,1
25238,23,Maine,45,South Carolina,Hispanic,4,2
25239,23,Maine,45,South Carolina,Hispanic,5,1
25240,23,Maine,45,South Carolina,Other,1,4
25241,23,Maine,45,South Carolina,Other,2,3
25242,23,Maine,45,South Carolina,Other,3,1
25243,23,Maine,45,South Carolina,Other,4,4
25244,23,Maine,45,South Carolina,Other,5,2
25245,23,Maine,45,South Carolina,White,1,54
25246,23,Maine,45,South Carolina,White,2,67
25247,23,Maine,45,South Carolina,White,3,112
25248,23,Maine,45,South Carolina,White,4,109
25249,23,Maine,45,South Carolina,White,5,92
25250,23,Maine,46,South Dakota,Asian,1,0
25251,23,Maine,46,South Dakota,Asian,2,1
25252,23,Maine,46,South Dakota,Asian,3,0
25253,23,Maine,46,South Dakota,Asian,4,0
25254,23,Maine,46,South Dakota,Asian,5,0
25255,23,Maine,46,South Dakota,Black,1,0
25256,23,Maine,46,South Dakota,Black,2,0
25257,23,Maine,46,South Dakota,Black,3,0
25258,23,Maine,46,South Dakota,Black,4,0
25259,23,Maine,46,South Dakota,Black,5,0
25260,23,Maine,46,South Dakota,Hispanic,1,0
25261,23,Maine,46,South Dakota,Hispanic,2,1
25262,23,Maine,46,South Dakota,Hispanic,3,0
25263,23,Maine,46,South Dakota,Hispanic,4,0
25264,23,Maine,46,South Dakota,Hispanic,5,0
25265,23,Maine,46,South Dakota,Other,1,0
25266,23,Maine,46,South Dakota,Other,2,0
25267,23,Maine,46,South Dakota,Other,3,0
25268,23,Maine,46,South Dakota,Other,4,0
25269,23,Maine,46,South Dakota,Other,5,1
25270,23,Maine,46,South Dakota,White,1,6
25271,23,Maine,46,South Dakota,White,2,4
25272,23,Maine,46,South Dakota,White,3,3
25273,23,Maine,46,South Dakota,White,4,12
25274,23,Maine,46,South Dakota,White,5,2
25275,23,Maine,47,Tennessee,Asian,1,0
25276,23,Maine,47,Tennessee,Asian,2,0
25277,23,Maine,47,Tennessee,Asian,3,1
25278,23,Maine,47,Tennessee,Asian,4,0
25279,23,Maine,47,Tennessee,Asian,5,0
25280,23,Maine,47,Tennessee,Black,1,0
25281,23,Maine,47,Tennessee,Black,2,1
25282,23,Maine,47,Tennessee,Black,3,2
25283,23,Maine,47,Tennessee,Black,4,2
25284,23,Maine,47,Tennessee,Black,5,0
25285,23,Maine,47,Tennessee,Hispanic,1,0
25286,23,Maine,47,Tennessee,Hispanic,2,0
25287,23,Maine,47,Tennessee,Hispanic,3,4
25288,23,Maine,47,Tennessee,Hispanic,4,3
25289,23,Maine,47,Tennessee,Hispanic,5,0
25290,23,Maine,47,Tennessee,Other,1,11
25291,23,Maine,47,Tennessee,Other,2,9
25292,23,Maine,47,Tennessee,Other,3,7
25293,23,Maine,47,Tennessee,Other,4,4
25294,23,Maine,47,Tennessee,Other,5,4
25295,23,Maine,47,Tennessee,White,1,79
25296,23,Maine,47,Tennessee,White,2,94
25297,23,Maine,47,Tennessee,White,3,119
25298,23,Maine,47,Tennessee,White,4,113
25299,23,Maine,47,Tennessee,White,5,84
25300,23,Maine,48,Texas,Asian,1,2
25301,23,Maine,48,Texas,Asian,2,0
25302,23,Maine,48,Texas,Asian,3,-1
25303,23,Maine,48,Texas,Asian,4,2
25304,23,Maine,48,Texas,Asian,5,1
25305,23,Maine,48,Texas,Black,1,2
25306,23,Maine,48,Texas,Black,2,2
25307,23,Maine,48,Texas,Black,3,5
25308,23,Maine,48,Texas,Black,4,3
25309,23,Maine,48,Texas,Black,5,0
25310,23,Maine,48,Texas,Hispanic,1,13
25311,23,Maine,48,Texas,Hispanic,2,12
25312,23,Maine,48,Texas,Hispanic,3,17
25313,23,Maine,48,Texas,Hispanic,4,12
25314,23,Maine,48,Texas,Hispanic,5,7
25315,23,Maine,48,Texas,Other,1,18
25316,23,Maine,48,Texas,Other,2,12
25317,23,Maine,48,Texas,Other,3,17
25318,23,Maine,48,Texas,Other,4,13
25319,23,Maine,48,Texas,Other,5,4
25320,23,Maine,48,Texas,White,1,135
25321,23,Maine,48,Texas,White,2,202
25322,23,Maine,48,Texas,White,3,286
25323,23,Maine,48,Texas,White,4,291
25324,23,Maine,48,Texas,White,5,197
25325,23,Maine,49,Utah,Asian,1,0
25326,23,Maine,49,Utah,Asian,2,0
25327,23,Maine,49,Utah,Asian,3,1
25328,23,Maine,49,Utah,Asian,4,0
25329,23,Maine,49,Utah,Asian,5,0
25330,23,Maine,49,Utah,Black,1,1
25331,23,Maine,49,Utah,Black,2,0
25332,23,Maine,49,Utah,Black,3,1
25333,23,Maine,49,Utah,Black,4,0
25334,23,Maine,49,Utah,Black,5,1
25335,23,Maine,49,Utah,Hispanic,1,4
25336,23,Maine,49,Utah,Hispanic,2,1
25337,23,Maine,49,Utah,Hispanic,3,3
25338,23,Maine,49,Utah,Hispanic,4,0
25339,23,Maine,49,Utah,Hispanic,5,0
25340,23,Maine,49,Utah,Other,1,3
25341,23,Maine,49,Utah,Other,2,1
25342,23,Maine,49,Utah,Other,3,2
25343,23,Maine,49,Utah,Other,4,5
25344,23,Maine,49,Utah,Other,5,6
25345,23,Maine,49,Utah,White,1,26
25346,23,Maine,49,Utah,White,2,30
25347,23,Maine,49,Utah,White,3,62
25348,23,Maine,49,Utah,White,4,82
25349,23,Maine,49,Utah,White,5,71
25350,23,Maine,50,Vermont,Asian,1,0
25351,23,Maine,50,Vermont,Asian,2,0
25352,23,Maine,50,Vermont,Asian,3,1
25353,23,Maine,50,Vermont,Asian,4,3
25354,23,Maine,50,Vermont,Asian,5,1
25355,23,Maine,50,Vermont,Black,1,0
25356,23,Maine,50,Vermont,Black,2,1
25357,23,Maine,50,Vermont,Black,3,0
25358,23,Maine,50,Vermont,Black,4,0
25359,23,Maine,50,Vermont,Black,5,0
25360,23,Maine,50,Vermont,Hispanic,1,3
25361,23,Maine,50,Vermont,Hispanic,2,2
25362,23,Maine,50,Vermont,Hispanic,3,1
25363,23,Maine,50,Vermont,Hispanic,4,0
25364,23,Maine,50,Vermont,Hispanic,5,5
25365,23,Maine,50,Vermont,Other,1,6
25366,23,Maine,50,Vermont,Other,2,2
25367,23,Maine,50,Vermont,Other,3,4
25368,23,Maine,50,Vermont,Other,4,3
25369,23,Maine,50,Vermont,Other,5,5
25370,23,Maine,50,Vermont,White,1,80
25371,23,Maine,50,Vermont,White,2,109
25372,23,Maine,50,Vermont,White,3,161
25373,23,Maine,50,Vermont,White,4,200
25374,23,Maine,50,Vermont,White,5,165
25375,23,Maine,51,Virginia,Asian,1,1
25376,23,Maine,51,Virginia,Asian,2,0
25377,23,Maine,51,Virginia,Asian,3,0
25378,23,Maine,51,Virginia,Asian,4,1
25379,23,Maine,51,Virginia,Asian,5,1
25380,23,Maine,51,Virginia,Black,1,6
25381,23,Maine,51,Virginia,Black,2,3
25382,23,Maine,51,Virginia,Black,3,5
25383,23,Maine,51,Virginia,Black,4,3
25384,23,Maine,51,Virginia,Black,5,1
25385,23,Maine,51,Virginia,Hispanic,1,4
25386,23,Maine,51,Virginia,Hispanic,2,5
25387,23,Maine,51,Virginia,Hispanic,3,5
25388,23,Maine,51,Virginia,Hispanic,4,3
25389,23,Maine,51,Virginia,Hispanic,5,4
25390,23,Maine,51,Virginia,Other,1,4
25391,23,Maine,51,Virginia,Other,2,9
25392,23,Maine,51,Virginia,Other,3,5
25393,23,Maine,51,Virginia,Other,4,7
25394,23,Maine,51,Virginia,Other,5,5
25395,23,Maine,51,Virginia,White,1,81
25396,23,Maine,51,Virginia,White,2,137
25397,23,Maine,51,Virginia,White,3,214
25398,23,Maine,51,Virginia,White,4,211
25399,23,Maine,51,Virginia,White,5,147
25400,23,Maine,53,Washington,Asian,1,1
25401,23,Maine,53,Washington,Asian,2,2
25402,23,Maine,53,Washington,Asian,3,2
25403,23,Maine,53,Washington,Asian,4,1
25404,23,Maine,53,Washington,Asian,5,1
25405,23,Maine,53,Washington,Black,1,0
25406,23,Maine,53,Washington,Black,2,0
25407,23,Maine,53,Washington,Black,3,1
25408,23,Maine,53,Washington,Black,4,1
25409,23,Maine,53,Washington,Black,5,0
25410,23,Maine,53,Washington,Hispanic,1,4
25411,23,Maine,53,Washington,Hispanic,2,2
25412,23,Maine,53,Washington,Hispanic,3,1
25413,23,Maine,53,Washington,Hispanic,4,3
25414,23,Maine,53,Washington,Hispanic,5,0
25415,23,Maine,53,Washington,Other,1,9
25416,23,Maine,53,Washington,Other,2,7
25417,23,Maine,53,Washington,Other,3,5
25418,23,Maine,53,Washington,Other,4,3
25419,23,Maine,53,Washington,Other,5,1
25420,23,Maine,53,Washington,White,1,63
25421,23,Maine,53,Washington,White,2,91
25422,23,Maine,53,Washington,White,3,148
25423,23,Maine,53,Washington,White,4,157
25424,23,Maine,53,Washington,White,5,147
25425,23,Maine,54,West Virginia,Asian,1,0
25426,23,Maine,54,West Virginia,Asian,2,0
25427,23,Maine,54,West Virginia,Asian,3,0
25428,23,Maine,54,West Virginia,Asian,4,-1
25429,23,Maine,54,West Virginia,Asian,5,0
25430,23,Maine,54,West Virginia,Black,1,0
25431,23,Maine,54,West Virginia,Black,2,0
25432,23,Maine,54,West Virginia,Black,3,0
25433,23,Maine,54,West Virginia,Black,4,0
25434,23,Maine,54,West Virginia,Black,5,0
25435,23,Maine,54,West Virginia,Hispanic,1,0
25436,23,Maine,54,West Virginia,Hispanic,2,0
25437,23,Maine,54,West Virginia,Hispanic,3,0
25438,23,Maine,54,West Virginia,Hispanic,4,0
25439,23,Maine,54,West Virginia,Hispanic,5,0
25440,23,Maine,54,West Virginia,Other,1,0
25441,23,Maine,54,West Virginia,Other,2,2
25442,23,Maine,54,West Virginia,Other,3,1
25443,23,Maine,54,West Virginia,Other,4,0
25444,23,Maine,54,West Virginia,Other,5,1
25445,23,Maine,54,West Virginia,White,1,4
25446,23,Maine,54,West Virginia,White,2,9
25447,23,Maine,54,West Virginia,White,3,12
25448,23,Maine,54,West Virginia,White,4,15
25449,23,Maine,54,West Virginia,White,5,7
25450,23,Maine,55,Wisconsin,Asian,1,1
25451,23,Maine,55,Wisconsin,Asian,2,0
25452,23,Maine,55,Wisconsin,Asian,3,0
25453,23,Maine,55,Wisconsin,Asian,4,1
25454,23,Maine,55,Wisconsin,Asian,5,1
25455,23,Maine,55,Wisconsin,Black,1,1
25456,23,Maine,55,Wisconsin,Black,2,0
25457,23,Maine,55,Wisconsin,Black,3,0
25458,23,Maine,55,Wisconsin,Black,4,0
25459,23,Maine,55,Wisconsin,Black,5,0
25460,23,Maine,55,Wisconsin,Hispanic,1,0
25461,23,Maine,55,Wisconsin,Hispanic,2,1
25462,23,Maine,55,Wisconsin,Hispanic,3,1
25463,23,Maine,55,Wisconsin,Hispanic,4,1
25464,23,Maine,55,Wisconsin,Hispanic,5,0
25465,23,Maine,55,Wisconsin,Other,1,1
25466,23,Maine,55,Wisconsin,Other,2,0
25467,23,Maine,55,Wisconsin,Other,3,1
25468,23,Maine,55,Wisconsin,Other,4,3
25469,23,Maine,55,Wisconsin,Other,5,0
25470,23,Maine,55,Wisconsin,White,1,11
25471,23,Maine,55,Wisconsin,White,2,24
25472,23,Maine,55,Wisconsin,White,3,41
25473,23,Maine,55,Wisconsin,White,4,34
25474,23,Maine,55,Wisconsin,White,5,43
25475,23,Maine,56,Wyoming,Asian,1,0
25476,23,Maine,56,Wyoming,Asian,2,0
25477,23,Maine,56,Wyoming,Asian,3,1
25478,23,Maine,56,Wyoming,Asian,4,0
25479,23,Maine,56,Wyoming,Asian,5,0
25480,23,Maine,56,Wyoming,Black,1,1
25481,23,Maine,56,Wyoming,Black,2,0
25482,23,Maine,56,Wyoming,Black,3,0
25483,23,Maine,56,Wyoming,Black,4,0
25484,23,Maine,56,Wyoming,Black,5,0
25485,23,Maine,56,Wyoming,Hispanic,1,1
25486,23,Maine,56,Wyoming,Hispanic,2,0
25487,23,Maine,56,Wyoming,Hispanic,3,0
25488,23,Maine,56,Wyoming,Hispanic,4,0
25489,23,Maine,56,Wyoming,Hispanic,5,0
25490,23,Maine,56,Wyoming,Other,1,1
25491,23,Maine,56,Wyoming,Other,2,-1
25492,23,Maine,56,Wyoming,Other,3,0
25493,23,Maine,56,Wyoming,Other,4,0
25494,23,Maine,56,Wyoming,Other,5,0
25495,23,Maine,56,Wyoming,White,1,6
25496,23,Maine,56,Wyoming,White,2,15
25497,23,Maine,56,Wyoming,White,3,23
25498,23,Maine,56,Wyoming,White,4,32
25499,23,Maine,56,Wyoming,White,5,44
25500,24,Maryland,1,Alabama,Asian,1,0
25501,24,Maryland,1,Alabama,Asian,2,0
25502,24,Maryland,1,Alabama,Asian,3,0
25503,24,Maryland,1,Alabama,Asian,4,0
25504,24,Maryland,1,Alabama,Asian,5,0
25505,24,Maryland,1,Alabama,Black,1,32
25506,24,Maryland,1,Alabama,Black,2,37
25507,24,Maryland,1,Alabama,Black,3,25
25508,24,Maryland,1,Alabama,Black,4,7
25509,24,Maryland,1,Alabama,Black,5,10
25510,24,Maryland,1,Alabama,Hispanic,1,0
25511,24,Maryland,1,Alabama,Hispanic,2,0
25512,24,Maryland,1,Alabama,Hispanic,3,2
25513,24,Maryland,1,Alabama,Hispanic,4,5
25514,24,Maryland,1,Alabama,Hispanic,5,4
25515,24,Maryland,1,Alabama,Other,1,8
25516,24,Maryland,1,Alabama,Other,2,10
25517,24,Maryland,1,Alabama,Other,3,5
25518,24,Maryland,1,Alabama,Other,4,4
25519,24,Maryland,1,Alabama,Other,5,6
25520,24,Maryland,1,Alabama,White,1,23
25521,24,Maryland,1,Alabama,White,2,36
25522,24,Maryland,1,Alabama,White,3,52
25523,24,Maryland,1,Alabama,White,4,59
25524,24,Maryland,1,Alabama,White,5,120
25525,24,Maryland,2,Alaska,Asian,1,0
25526,24,Maryland,2,Alaska,Asian,2,1
25527,24,Maryland,2,Alaska,Asian,3,1
25528,24,Maryland,2,Alaska,Asian,4,2
25529,24,Maryland,2,Alaska,Asian,5,4
25530,24,Maryland,2,Alaska,Black,1,5
25531,24,Maryland,2,Alaska,Black,2,6
25532,24,Maryland,2,Alaska,Black,3,4
25533,24,Maryland,2,Alaska,Black,4,3
25534,24,Maryland,2,Alaska,Black,5,0
25535,24,Maryland,2,Alaska,Hispanic,1,2
25536,24,Maryland,2,Alaska,Hispanic,2,4
25537,24,Maryland,2,Alaska,Hispanic,3,2
25538,24,Maryland,2,Alaska,Hispanic,4,0
25539,24,Maryland,2,Alaska,Hispanic,5,1
25540,24,Maryland,2,Alaska,Other,1,4
25541,24,Maryland,2,Alaska,Other,2,6
25542,24,Maryland,2,Alaska,Other,3,2
25543,24,Maryland,2,Alaska,Other,4,2
25544,24,Maryland,2,Alaska,Other,5,1
25545,24,Maryland,2,Alaska,White,1,12
25546,24,Maryland,2,Alaska,White,2,15
25547,24,Maryland,2,Alaska,White,3,23
25548,24,Maryland,2,Alaska,White,4,30
25549,24,Maryland,2,Alaska,White,5,35
25550,24,Maryland,4,Arizona,Asian,1,2
25551,24,Maryland,4,Arizona,Asian,2,1
25552,24,Maryland,4,Arizona,Asian,3,1
25553,24,Maryland,4,Arizona,Asian,4,5
25554,24,Maryland,4,Arizona,Asian,5,3
25555,24,Maryland,4,Arizona,Black,1,42
